gia,dientich,rong,dai,kieunha,phuong, quan,bedroom,bathroom,phaply,ngaydang,masobds,linkweb
8790,60,12,5,"hẻm, ngõ", Phường Đa Kao, Quận 1,5,6,Sổ hồng,21/01/2024,22123054,https://mogi.vn/quan-1/mua-nha-hem-ngo/nha-dep-ngang-5m-hem-xe-hoi-hoang-sa-da-kao-quan-1-60m2-chi-8-79ty-id22123054
8800,46,13,3.6,"hẻm, ngõ", Phường 1, Quận 10,6,4,Sổ hồng,21/01/2024,22462948,https://mogi.vn/quan-10/mua-nha-hem-ngo/xe-hoi-do-cua-ho-thi-ky-q-10-46m2-3-6x13-5lau-6pn-30m-ra-mat-tien-id22462948
8800,48,12,4,"hẻm, ngõ", Phường 13, Quận Tân Bình,4,4,Sổ hồng,21/01/2024,22449786,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/mat-tien-cho-hoang-hoa-tham-kd-xam-uat-48m2-4-x-12-4-tang-btct-id22449786
8800,55,14,4,"hẻm, ngõ", Phường 10, Quận 11,4,4,Sổ hồng,21/01/2024,21864578,https://mogi.vn/quan-11/mua-nha-hem-ngo/hem-6m-oto-do-trong-nha-binh-thoi-q-11-4mx14m-4lau-nha-dep-o-ngay-id21864578
8800,64,16,4,"hẻm, ngõ", Phường 9, Quận Tân Bình,4,4,Sổ hồng,21/01/2024,22454851,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-5m-ly-thuong-kiet-tan-binh-4-tang-4x16m-nhinh-8-ty-id22454851
8800,66,16,4.1,"hẻm, ngõ", Phường Hòa Thạnh, Quận Tân Phú,4,4,Sổ hồng,21/01/2024,22269916,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-8m-xe-tai-tranh-huynh-thien-loc-66m2-4-1x16-oto-do-trong-nha-id22269916
8850,50,12,4.1,"mặt tiền, phố", Phường 19, Quận Bình Thạnh,5,5,Sổ đỏ,21/01/2024,21673524,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/vi-tri-dinh-mat-tien-pho-tay-huynh-tinh-cua-binh-thanh-4-1-12m-8-85t-id21673524
8850,70,12,6,"hẻm, ngõ", Phường 7, Quận Bình Thạnh,5,5,Không xác định,21/01/2024,21784966,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/lo-goc-hoang-hoa-tham-binh-thanh-xe-hoi-vao-nha-70m2-5-tang-8-85-ty-id21784966
8900,120,15,8,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22085591,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-co-san-vuon-khu-dan-cu-dong-bo-the-sun-nha-be-8x15m-id22085591
8900,120,19,5,"hẻm, ngõ", Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức),20,20,Sổ hồng,21/01/2024,22457407,https://mogi.vn/quan-thu-duc/mua-nha-hem-ngo/ban-gap-nha-4-tang-20-phong-cho-thue-50tr-th-thu-duc-gia-chi-8ty9-id22457407
8900,300,30,10,"hẻm, ngõ", Xã Xuân Thới Sơn, Huyện Hóc Môn,2,2,Sổ hồng,21/01/2024,22469259,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/nha-kho-10x30m-1-le-thi-kim-gan-nguyen-van-bua-xa-xuan-thoi-son-id22469259
8900,41,14,3,"hẻm, ngõ", Phường 14, Quận 10,6,7,Sổ hồng,21/01/2024,22390655,https://mogi.vn/quan-10/mua-nha-hem-ngo/vip-q-10-hem-xe-hoi-do-cua-thanh-thai-41m2-4tang-6pn-gia-8-9-ty-id22390655
8900,54,13,4,"hẻm, ngõ", Phường 12, Quận Phú Nhuận,6,6,Sổ hồng,21/01/2024,22465399,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-xe-hoi-huynh-van-banh-4-tang-56m2-ngang-4m-6pn-thu-nhap-30tr-id22465399
8900,62,14.5,4.3,"hẻm, ngõ", Phường 13, Quận Phú Nhuận,5,5,Sổ hồng,21/01/2024,22361817,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/giam-1-ty-ban-gap-nha-truong-sa-sat-q-3-62m2-4-3x14-5-5-tang-5pn-id22361817
8900,63,15,4.1,"hẻm, ngõ", Phường 9, Quận Tân Bình,4,5,Sổ hồng,21/01/2024,22405330,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/xe-hoi-vao-nha-ly-thuong-kiet-giap-q-10-63m2-4-1x15-4tang-4pn-id22405330
8900,80,12,6.8,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22085644,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/biet-thu-co-dien-khu-anh-tuan-green-riverside-6-8x12m-id22085644
8900,80,17,5,"mặt tiền, phố", Phường 9, Quận Gò Vấp,4,4,Sổ hồng,21/01/2024,22323165,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-dep-5-tang-80m2-hxh-duoi-8-ty-9-nguyen-van-khoi-p9-gv-id22323165
8900,83,13,6.6,"Biệt thự, liền kề", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ đỏ,21/01/2024,22472147,https://mogi.vn/huyen-nha-be/mua-nha-biet-thu-lien-ke/lo-2-ty-biet-thu-pho-co-dien-kdc-bao-ve-24-7-cay-xanh-id22472147
8900,90,18,5,"mặt tiền, phố", Xã Phú Xuân, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22121944,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/sieu-pham-biet-thu-kdc-anh-tuan-green-riverside-5x18m-id22121944
8900,96,20,4.7,"hẻm, ngõ", Phường 12, Quận Gò Vấp,7,8,Sổ hồng,21/01/2024,21878086,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/hemxe-tai-nguyen-tu-gian-q-go-vap-96m2-4-7x20-5tang-co-thang-may-id21878086
8950,64,16,4,"mặt tiền, phố", Phường Tân Quy, Quận 7,4,5,Sổ hồng,21/01/2024,22440361,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-nha-dep-sach-vali-vao-o-tan-quy-4-tang-chi-8-ty-hon-id22440361
8980,52,13,4,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22327304,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/153pn1-chinh-1doi-chu-phu-nhuan-hxh-dau-trong-nha-sovuong-4x13x4tang-id22327304
8990,40,10,4,"hẻm, ngõ", Phường 1, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22458554,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-xe-hoi-6m-phu-nhuan-giap-quan-1-40m2-4-tang-tn-20-trieu-th-id22458554
8990,47,13,3.6,"hẻm, ngõ", Phường 7, Quận Phú Nhuận,2,2,Sổ hồng,21/01/2024,22330497,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-xe-hoi-6m-thong-hoa-sua-47m2-no-hau-tien-o-va-kd-chi-nhinh-8ty-id22330497
8990,68,16,4.25,"hẻm, ngõ", Phường 11, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22280942,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/dinh-cu-ban-nha-nha-khu-vip-sat-mt-nguyen-dinh-chinh-68m2-chi-hon-8-ty-id22280942
8990,70,17.5,4.1,"hẻm, ngõ", Phường 25, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22374232,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-xo-viet-nghe-tinh-hem-xe-hoi-70m2-ngang-4m-chi-8-99-ty-id22374232
8990,75,14,4,"hẻm, ngõ", Phường 13, Quận 3,3,3,Sổ hồng,21/01/2024,22273095,https://mogi.vn/quan-3/mua-nha-hem-ngo/nha-quan-3-hem-xe-hoi-do-cong-le-van-sy-4x21m-chi-nhinh-8-ty-id22273095
8999,45,13.5,3.5,"hẻm, ngõ", Phường 13, Quận Phú Nhuận,4,5,Sổ hồng,21/01/2024,22344012,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-xe-hoi-sat-mat-tien-huynh-van-banh-4-tang-45m2-chi-nhinh-8-ty-id22344012
9000,116,20,5,"hẻm, ngõ", Phường Tây Thạnh, Quận Tân Phú,2,1,Sổ hồng,21/01/2024,22335378,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-xe-hoi-thong-ho-dac-di-116m2-5x19-5-no-hau-l-9m-chi-77-tr-m2-id22335378
9000,42,8,5.8,"mặt tiền, phố", Phường 13, Quận 10,6,6,Sổ hồng,21/01/2024,22465062,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-nha-to-hien-thanh-p13-quan-10-ngang-5-8m-5-tang-gia-9-ty-id22465062
9000,50,10,5,"hẻm, ngõ", Phường 11, Quận 3,8,8,Sổ đỏ,21/01/2024,22181559,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-can-ho-dich-vu-cach-mang-thang-tam-quan-3-id22181559
9000,50,10,5,"hẻm, ngõ", Phường 13, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22307334,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-gap-nha-huynh-van-banh-xe-hoi-do-cua-id22307334
9000,53.1,12,4.5,"hẻm, ngõ", Phường 7, Quận Phú Nhuận,3,4,Sổ hồng,21/01/2024,22346681,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/khu-vip-phan-xich-long-phung-van-cung-53m2-4-5x12-3-tang-3pn-id22346681
9000,60,12,5,"hẻm, ngõ", Phường 7 (Phường Võ Thị Sáu), Quận 3,4,4,Sổ đỏ,21/01/2024,22161793,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-hxh-nam-ky-khoi-nghia-quan-3-id22161793
9000,60,14,5,"mặt tiền, phố", Phường 12, Quận Gò Vấp,3,4,Sổ hồng,21/01/2024,22426307,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-bui-quang-la-gv-60m2-3-tang-chi-9-ty-hon-id22426307
9000,64,16,4,"hẻm, ngõ", Phường 11, Quận Phú Nhuận,2,2,Sổ hồng,21/01/2024,22394789,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-nha-phu-nhuan-hem-xe-hoi-le-van-sy-64m2-lo-goc-3-mat-hem-hc-140m2-id22394789
9100,80,20,4,"mặt tiền, phố", Phường Tân Quy, Quận 7,3,1,Sổ hồng,21/01/2024,22436853,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-nha-tan-quy-80m2-chi-hon-9-ty-id22436853
9150,50,10,5,"hẻm, ngõ", Phường 15, Quận Bình Thạnh,5,6,Sổ hồng,21/01/2024,21786551,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/vip-hem-xe-hoi-truong-sa-binh-thanh-canh-hong-bang-5-tang-50m2-9-15t-id21786551
9200,112,25,4.5,"mặt tiền, phố", Phường Phú Mỹ, Quận 7,4,5,Sổ hồng,21/01/2024,22085633,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/nha-pho-dep-hien-dai-view-du-an-amelia-phu-my-hung-4-5x25m-id22085633
9200,112,25,4.5,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22085631,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-pho-dep-hien-dai-view-du-an-amelie-phu-my-hung-4-5x25m-id22085631
9200,52,8,7.4,"hẻm, ngõ", Phường 10, Quận 3,5,5,Sổ hồng,21/01/2024,22470517,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-cmt8-quan-3-ngang-7-4m-5-tang-tang-noi-that-gia-9-2-ty-id22470517
9200,56,14,4,"hẻm, ngõ", Phường 13, Quận Phú Nhuận,3,3,Sổ hồng,21/01/2024,22310887,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-gap-nha-huynh-van-banh-hxh-id22310887
9250,50,13,4,"mặt tiền, phố", Phường 14, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,21803533,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/hot-hem-xe-hoi-5m-phan-lo-vip-dang-van-ngu-phu-nhuan-50m2-chi-9-25t-id21803533
9290,76,19,4,"hẻm, ngõ", Phường 11, Quận Bình Thạnh,4,5,Sổ hồng,21/01/2024,22391087,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-nguyen-hong-hem-xe-hoi-76m2-4-tang-lung-linh-chi-9-29-ty-id22391087
9300,72,18,4,"hẻm, ngõ", Phường Tân Thành, Quận Tân Phú,4,5,Sổ hồng,21/01/2024,22269867,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-10m-oto-ngu-trong-nha-phan-dinh-phung-72m2-4x18-co-thang-may-id22269867
9300,80,20,4,"hẻm, ngõ", Phường Phú Thọ Hòa, Quận Tân Phú,4,5,Sổ hồng,21/01/2024,22357741,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-xe-hoi-thang-1-truc-vuon-lai-80m2-4x20-4tang-4pn-gia-9-3-ty-id22357741
9300,92,23,4.1,"hẻm, ngõ", Phường 26, Quận Bình Thạnh,5,5,Sổ hồng,21/01/2024,22394203,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-2-tang-92m2-dt-4-1m-x-23m-hem-dep-5m-gan-mat-tien-kinh-doanh-id22394203
9350,60,15,4,"mặt tiền, phố", Phường 6, Quận Bình Thạnh,5,6,Sổ hồng,21/01/2024,21803344,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/vip-o-to-vao-nha-hoang-hoa-tham-binh-thanh-60m2-5-tang-chi-9-35-ty-id21803344
9490,60,14,4.5,"hẻm, ngõ", Phường 12, Quận Phú Nhuận,3,3,Sổ hồng,21/01/2024,22458981,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-o-to-tran-huy-lieu-gan-60m2-ngang-4-3m-no-hau-3pn-nhinh-9-ty-id22458981
9500,103,19,5.7,"hẻm, ngõ", Phường 14, Quận 3,4,2,Sổ hồng,21/01/2024,22347474,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-le-van-sy-tran-quang-dieu-q-3-103m2-5-7x19-nhinh-90-tr-m2-id22347474
9500,50,11,4.5,"mặt tiền, phố", Phường 12, Quận 10,2,3,Sổ hồng,21/01/2024,22466059,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/sieu-re-chi-9-5-ty-ba-n-nha-he-m-trung-tam-q-10-d-to-hien-thanh-id22466059
9500,59,10,6,"hẻm, ngõ", Phường 9, Quận 10,2,1,Sổ hồng,21/01/2024,22462923,https://mogi.vn/quan-10/mua-nha-hem-ngo/hem-xe-hoi-thong-ly-thai-to-q-10-59m2-6x10-2-mat-hem-gan-mat-tien-id22462923
9500,60,12,5,"hẻm, ngõ", Phường 13, Quận 10,4,4,Sổ hồng,21/01/2024,22461778,https://mogi.vn/quan-10/mua-nha-hem-ngo/nha-hem-duong-cach-mang-thang-8-quan-10-3-tang-ngang-5m-nhinh-9-ty-id22461778
9500,80,20,4,đường nội bộ, Phường Tân Kiểng, Quận 7,5,5,Sổ hồng,21/01/2024,22427732,https://mogi.vn/quan-7/mua-duong-noi-bo/lam-van-ben-nha-dep-duong-lon-81m2-chi-hon-9-ty-id22427732
9600,75,19,4.2,đường nội bộ, Phường 3, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22201160,https://mogi.vn/quan-binh-thanh/mua-duong-noi-bo/hem-4-5m-xe-hoi-dau-trong-nha-phu-nhuan-pho-am-thuc-phan-xich-long-id22201160
9600,91,15,6.1,"hẻm, ngõ", Phường 12, Quận Bình Thạnh,5,5,Sổ hồng,21/01/2024,22173833,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-pham-co-1-0-2-chu-van-an-91m2-6-1x15-4lau-3-can-ra-mat-tien-id22173833
9700,70,15,4.1,"hẻm, ngõ", Phường 11, Quận 10,4,5,Sổ hồng,21/01/2024,22065690,https://mogi.vn/quan-10/mua-nha-hem-ngo/ban-nha-1-sec-3-thang-2-q-10-70m2-4-1x15-nh-6-3m-4lau-gia-9-7-ty-id22065690
9700,72,18,4,"hẻm, ngõ", Phường Phú Thạnh, Quận Tân Phú,5,6,Sổ hồng,21/01/2024,21973211,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/hem-8m-oto-do-trong-nha-thoai-ngoc-hau-72m2-4x18-4lau-vuong-vuc-id21973211
9800,68,16,42,"mặt tiền, phố", Phường 13, Quận 10,2,2,Sổ hồng,21/01/2024,22464666,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-nha-mat-tien-38-hoa-hung-p13-quan-10-ctxd-7-tang-4-2-x-16m-id22464666
9800,72,17,4.2,"hẻm, ngõ", Phường 5, Quận 11,4,5,Sổ hồng,21/01/2024,22432023,https://mogi.vn/quan-11/mua-nha-hem-ngo/2-mat-hxh-6m-lac-long-quan-q11-72m2-4-2x17-4-tang-moi-dep-9-8-ty-tl-id22432023
9800,90,22.5,4,"mặt tiền, phố", Phường Tân Phú, Quận 9 (TP. Thủ Đức),2,2,Sổ hồng,21/01/2024,22135261,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-hoang-huu-nam-tan-phu-quan-9-dt-90m2-4x22-5m-id22135261
9900,58,11,5.3,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,7,7,Sổ hồng,21/01/2024,22183216,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/oto-do-trong-nha-thich-quang-duc-58m2-5-3x11-5lau-co-thang-may-id22183216
9900,78,13,6,"hẻm, ngõ", Phường 9, Quận Tân Bình,4,4,Sổ hồng,21/01/2024,22455960,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-thien-phuoc-tan-binh-xe-hoi-ngu-nha-78m2-nhinh-9-ty-id22455960
9900,80,16,5.5,"mặt tiền, phố", Phường Phú Mỹ, Quận 7,4,5,Sổ hồng,21/01/2024,22138214,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/sieu-pham-co-thang-may-phong-cach-hien-dai-full-noi-that-id22138214
9900,80,16,5.5,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22138219,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/sieu-pham-co-thang-may-full-noi-that-green-riverside-id22138219
9990,100,25,4.1,"mặt tiền, phố", Phường 11, Quận Gò Vấp,5,5,Sổ hồng,21/01/2024,21851800,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/qgv-ban-nha-trong-cho-hanh-thong-tay-khu-phan-lo-99m2-4t-duong-8m-id21851800
9990,82,12,7,"hẻm, ngõ", Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức),6,3,Sổ hồng,21/01/2024,22466237,https://mogi.vn/quan-thu-duc/mua-nha-hem-ngo/ban-gap-nha-4-tang-hxh-ngay-gigamall-pham-van-dong-thu-duc-gia-9ty99-id22466237
10000,107.6,13.5,8,"mặt tiền, phố", Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức),8,8,Sổ hồng,21/01/2024,22472471,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-2-day-tro-8-phong-2-so-hong-rieng-id22472471
10000,110,22,5,"hẻm, ngõ", Phường Phú Thạnh, Quận Tân Phú,3,2,Sổ hồng,21/01/2024,21973159,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ngop-ban-nha-hem-10m-thoai-ngoc-hau-110m2-5x22-20m-ra-mat-tien-id21973159
10000,156,19,8,"hẻm, ngõ", Phường An Lạc, Quận Bình Tân,10,10,Sổ hồng,21/01/2024,21754054,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/hxh-gan-le-co-binh-tan-156m2-8x19-vuong-vuc-co-20tr-th-gia-10-ty-tl-id21754054
10000,369,338,118,"mặt tiền, phố", Phường An Phú Đông, Quận 12,18,18,Sổ đỏ,21/01/2024,22417836,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/cat-bank-ban-gap-chdv-18-phong-vuon-lai-quan-12-tphcm-id22417836
10000,84,21,4,"hẻm, ngõ", Phường 8 (Phường Võ Thị Sáu), Quận 3,5,5,Sổ hồng,21/01/2024,22390276,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-nha-tran-quoc-toan-quan-3-hxh-id22390276
10200,45,12.5,3.6,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,5,7,Sổ hồng,21/01/2024,22455458,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/dinh-cu-ban-gap-phu-nhuan-phan-dang-luu-hem-xe-hoi-thong-5-tang-45m2-id22455458
10200,62,16,3.9,"hẻm, ngõ", Phường 5, Quận 5,5,6,Sổ hồng,21/01/2024,21504256,https://mogi.vn/quan-5/mua-nha-hem-ngo/ban-gap-nha-2-mat-hem-4m-an-binh-q-5-62m2-4tang-cach-mat-tien-30m-id21504256
10200,77,10,11,"hẻm, ngõ", Phường 6, Quận Bình Thạnh,3,2,Sổ hồng,21/01/2024,22314773,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hemxehoi-thong-thang-1-truc-sat-mat-tien-hoang-hoa-tham-76m2-nhinh-10t-id22314773
10300,62,13,4.4,"hẻm, ngõ", Phường 8, Quận Phú Nhuận,2,2,Sổ hồng,21/01/2024,22404785,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-gan-mat-tien-nguyen-van-troi-62m2-ngang-4-4m-chi-nhinh-10-ty-id22404785
10450,130,8,16,"mặt tiền, phố", Phường 4, Quận Gò Vấp,21,21,Sổ hồng,21/01/2024,22468642,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/gv-21p-tro-gan-truong-dh-cong-nghiep-tn-hon-90-trieu-th-130m2-3t-id22468642
10450,80,8,10,"hẻm, ngõ", Phường Phú Trung, Quận Tân Phú,4,4,Sổ hồng,21/01/2024,22469934,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-hem-6m-gan-duong-lac-long-quan-4-tang-ngang-lon-10m-nhinh-10-ty-id22469934
10490,163,21,8.3,"mặt tiền, phố", Phường Tân Chánh Hiệp, Quận 12,6,3,Sổ hồng,21/01/2024,22074338,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/q12-hot-nha-2-mat-tien-kinh-doanh-163m2-2t-gan-hiep-thanh-city-id22074338
10500,106,18,5.9,"mặt tiền, phố", Phường 15, Quận 8,4,3,Sổ hồng,21/01/2024,21958137,https://mogi.vn/quan-8/mua-nha-mat-tien-pho/mtkd-q8-view-song-106m2-5-9x18-4-tang-nha-dep-o-ngay-gia-10-5-ty-tl-id21958137
10500,50,13,3.8,"hẻm, ngõ", Phường 5, Quận Tân Bình,5,4,Sổ hồng,21/01/2024,21674399,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/hem-6m-khu-kinh-doanh-buon-ban-sam-uat-cmt8-50m2-4tang-giap-q-3-id21674399
10500,65,19,3.6,"hẻm, ngõ", Phường 11, Quận 3,4,4,Sổ hồng,21/01/2024,21645655,https://mogi.vn/quan-3/mua-nha-hem-ngo/hem-xe-tai-thong-tran-van-dang-q-3-65m2-4-tang-3-can-ra-mat-tien-id21645655
10500,66,18,3.6,"hẻm, ngõ", Phường 15, Quận 10,2,2,Không xác định,21/01/2024,22358953,https://mogi.vn/quan-10/mua-nha-hem-ngo/hem-xe-tai-thong-ho-ba-kien-to-hien-thanh-q-10-66m2-sat-mat-tien-id22358953
10500,80,16,5,đường nội bộ, Phường Phú Mỹ, Quận 7,4,4,Sổ hồng,21/01/2024,22338955,https://mogi.vn/quan-7/mua-duong-noi-bo/nha-dep-kdc-phu-my-q7-4-tang-chi-10-5-ty-id22338955
10500,95,17,5.8,"hẻm, ngõ", Phường Bình Trị Đông, Quận Bình Tân,4,3,Sổ hồng,21/01/2024,21713625,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/lo-goc-hxt-tinh-lo-10-95m-5-8x17-kd-tot-dong-tien-ngay-chi-10-5-ty-tl-id21713625
10600,50,10,5,"mặt tiền, phố", Phường 14, Quận 10,4,5,Sổ hồng,21/01/2024,22466233,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/chi-10-6-ty-ban-nha-d-to-hien-thanh-p14-q10-dt-5-10m-5-tang-id22466233
10680,75,15,5,"mặt tiền, phố", Phường 11, Quận Bình Thạnh,5,5,Sổ hồng,21/01/2024,22009672,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ngang-5m-mat-tien-le-quang-dinh-binh-thanh-75m2-chi-10-68ty-id22009672
10700,170,21,8.1,"hẻm, ngõ", Phường Bình Trị Đông, Quận Bình Tân,4,2,Sổ hồng,21/01/2024,22302842,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/nha-hxh-6m-binh-tan-chien-luoc-170m2-8-1x21-shr-hc-du-chi-10-7-ty-tl-id22302842
10700,57,17,3.5,"hẻm, ngõ", Phường 13, Quận 10,4,4,Sổ hồng,21/01/2024,22353957,https://mogi.vn/quan-10/mua-nha-hem-ngo/hem-xe-hoi-to-hien-thanh-su-van-hanh-q-10-57m2-4tang-4pn-ngay-bigc-id22353957
10799,40,9.5,6,"hẻm, ngõ", Phường 4, Quận Phú Nhuận,6,4,Sổ hồng,21/01/2024,22340671,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-2-mat-tien-gan-phan-dang-luu-4-tang-40m2-6pn-tien-o-va-kinh-doanh-id22340671
10800,63,16,4,"hẻm, ngõ", Phường 1, Quận Phú Nhuận,6,6,Sổ hồng,21/01/2024,22407056,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/vip-p-1-xe-hoi-vao-nha-phan-dinh-phung-63m2-3-8-4-8x16-5tang-6pn-id22407056
10800,95,24,4,"mặt tiền, phố", Phường 26, Quận Bình Thạnh,2,1,Sổ hồng,21/01/2024,22322176,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/mat-tien-quoc-lo-13-p-26-binh-thanh-hcm-shcn-95m2-id22322176
10900,150,21.3,6.95,"mặt tiền, phố", Phường Bình Hưng Hòa A, Quận Bình Tân,4,4,Sổ hồng,21/01/2024,22468367,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/tim-chu-moi-can-2-lau-mtkd-duong-so-14-dt-6-95-x-21-3m-gia-10-9-ty-id22468367
10950,133,27.5,4.8,"mặt tiền, phố", Phường 9, Quận Gò Vấp,5,3,Sổ hồng,21/01/2024,21987676,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/10-x-ty-nha-2-mat-tien-kinh-doanh-135m2-2t-pham-van-chieu-go-vap-id21987676
10990,64,16,4,"hẻm, ngõ", Phường 25, Quận Bình Thạnh,13,13,Sổ hồng,21/01/2024,21803310,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/dong-tien-720trieu-13-chdv-nguyen-gia-tri-binh-thanh-64m2-chi-10-99ty-id21803310
10990,64,16,4,"hẻm, ngõ", Phường 25, Quận Bình Thạnh,13,13,Sổ hồng,21/01/2024,21807883,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/thu-720-trieu-13-chdv-khu-d-vip-phuong-25-binh-thanh-64m2-chi-10-99ty-id21807883
